label,text
0,书粉 首映 剧情 特效 开炮 那段 剩下 剧组 经费 紧凑 道具 太出
0,甜甜 可爱 司令官 考虑一下
0,上海堡垒 票房 大卖 加油 互评
0,互评 谢谢
0,参加
0,回评
0,加油 加油
0,互评 加油
0,哈哈哈 哈哈哈
0,脸上 快乐 感觉
0,加油 加油 互评
0,看博
0,互评 互评
0,感谢 十年 陪伴 期待 上海堡垒
0,回复 图片
0,富婆 终于 表情 包新 素材
0,哈哈哈 飞起
0,多久
0,地球 战场 坚守 希望 之光 期待 八月 九号 上海堡垒
0,握手
0,回复 图片
0,没想到
0,听到 嫁人 那一刻 真的 狠狠
0,别看 比掉 难受
0,小可爱
0,流批
0,幻想 我会 例外 不知好歹
0,我查 影院 排片
0,张家界 长沙
0,表情 可爱
0,啥时候
0,路演 电影 上海堡垒 见面会 深圳 长沙 日有 入场 名额
0,姐妹
0,恭喜 优质 内容 热门 电影频道 曝光 持续 垂直 领域 方向 创作 获取 流量 详情
0,回复 图片
0,营销 节奏
0,请问
0,好听
0,互评
0,双商 没看 理解 这部 电影
0,精彩
0,姗姗来迟
0,采访 导演 观众
0,欢喜 这样的话 否认 喜欢
0,拜访 博主来
0,互动 不谈 艰难 只论
0,劳资 喜欢 绘梨衣
0,早安 打榜 互评 置顶
0,给你个 爱心
0,楚子 航别 江南 老贼
0,厉害 厉害 熬夜 冠军
0,回复 图片
0,也许 试试
0,加油 互评
0,奖品 奖品
0,微博上 全是 五星 好评
0,还好
0,参考 导致 服装 动作 自行 忽略
0,加油 加油
0,回复 图片
0,鹿晗 电影 货色
0,期待
0,可爱 真实
0,我脑 台词 杨建南 太过分 江江 骂人
0,互评 互评
0,龙岭迷 云南 虫谷 不服
0,超帅
0,电影票
0,喜欢 害羞
0,可爱 哈哈哈
0,互评 互助 互赞
0,男一号 角色 第八 抬举
0,超级 帅气
0,温柔
0,可爱
0,鹿晗 加油
0,幸好 没中 一部
0,连续 三天 消息
0,回复 图片
0,收图
0,转发 微博
0,一部 看过
0,周一 快乐
0,小江 帽子
0,加油 加油
0,穿着 做饭
0,奇怪
0,昨天 上海 大炮
0,互评
0,回复 图片
0,气鼓鼓 江洋
0,鹿晗 鹿晗
0,回复 图片
0,单方面 情敌 见面
0,互评 互评
0,回复 图片
0,互评
0,回复 图片
0,互评 一下下
0,别问 期待 鹿晗 别问 成见 一座 大山 别问 看过 资格 评论 别问 好看 就别 别问 流量 原罪 别问 主演 担任 导演 制片 后期 别问 别拉 我家 哥哥 下场 别问 鹿晗 歌手 跨界 演技 别问 生而为 善良
0,没法
0,玫瑰
0,多烂
0,小伙子 不错 明天 简报
0,出新 高度
0,官网 有没有
0,关键 明明 倒回去 一遍
0,还好 一部 看过
0,一部
0,哪有 豆瓣 低分 排行榜 不到
0,鹿晗 换掉 鲜肉 全换 票房 口碑
0,明天 吴京 道歉 鼓励
0,科技类 电影 失望 吴京
0,希望 支持 上海堡垒 独家 手机 合作伙伴 小米 小米 亏得 太惨
0,思路 清奇
0,购买 单曲
0,美丽 宝贝
0,招黑
0,好看
0,看过 评价
0,吴京 好惨 流量 流量
0,哈哈哈哈 哈哈哈哈
0,回复
0,明天 轮到 道歉 投资人
0,你好 电影 无关 不带 堡垒 话题
0,大妈
0,回评 加油
0,加油 回评
0,多捞
0,投票 缠绵
0,您好 发布 文章 创建 同名 文章内容 收录 回答 将会 吸引 多用户 参与 讨论 文章 网友 带来 更高 曝光 互动
0,第一排
0,电影 周边 礼品
0,帽子 戴成 老家 二流子
0,互评 互评
0,加油 加油
0,投票
0,合照
0,祝福语 压根
0,电影
0,互评
0,积分 互评
0,我来
0,投票 下次 提及
0,离得
0,宝贝 祝福 压根
0,上海堡垒
0,互评 互评
0,助攻
0,上海堡垒 集体 江洋
0,午好 互评 加油
0,回复 图片
0,投了
0,林澜 那串 数字 怎么弄
0,互评 加油
0,可怜巴巴
0,定时 寄有
0,互评 互评
0,顶帖
0,怎么弄
0,加油 互评
0,人理
0,加油 互评
0,电影 无关 老鹿 内容 请别 带上 堡垒 缩写 阶段 搜索 留给 电影 影评
0,捞一把
0,互评 加油
0,我来 助攻
0,投了
0,加油 加油 加油
0,加油 加油
0,顶帖
0,回复 图片
0,互评 加油
0,互评 加油
0,加油 加油
0,互评 上海堡垒
0,鹿哥 打篮球 好帅
0,努力 期待
0,花絮 正片 好看
0,本来 发现 反正 这部 电影 白等 两个
0,亏损 没什么 意义 数据 参考价值
0,值钱
0,回复 图片
0,哪吒 开启 封神 宇宙 预期利益
0,主动 赔偿 原作者 赔偿
0,鹿晗帅
0,喜欢 喜欢 喜欢 鹿晗
0,哥哥 好帅 哈哈哈哈
0,意难平
0,科幻电影 类似 重返 十七岁 类型 没准
0,正片 减了 故事 单薄 可惜
0,花絮 好看 灰鹰 小队
0,大侠 名字 霸气
0,加油 加油
0,实话实说 鹿晗 这部 剧中 比择 天记
0,回复 图片
0,玫瑰 西装 好看
0,宝宝 看下 复旦大学 教授 观后感
0,票房 粉丝 流量 剧本 不行
0,李家 特色
0,看过 电影
0,粉丝 嘴上 实力 不肯 掏钱
0,封神榜 雅座
0,解解 我刚 回复 发现 评论 删除
0,眼光 王宫 优秀
0,上映 可不是 帅锅鹿
0,温暖 帅气 男神
0,上海堡垒
0,致歉 喜欢 电影 朋友 辜负 等待 嘴硬 垃圾 废话
0,期待 依依
0,王一博 名字 一博有 关系
0,回复 图片
0,上海 大舜 资产 管理 有限公司 养老 万元 金融界 名人 安龙 公司 理财 代言人 上海电视台 财经频道 播过 公司 特约 节目 梦想 一站 浦东 经侦 受理 此案 公浦 回音 不知 案件 侦办 令人 心急如焚 痛不欲生 寻求 正义 呼唤 法治
0,你好
0,恶心
0,听说 播出 豆瓣 评分
0,换成 能行
0,出戏 倒霉 鹿晗 感觉 年轻人 承受 压力 不小 评论 跟风 随性 随心 同龄人 肯定 妒忌 鹿晗 为啥 挣钱 为啥 挣不来 确实 社会 老实人 挣到 善良 不到 吴京 挣钱 鹿晗 学学 吴京
0,期待 孙嘉灵
0,自责 失望
0,希望 快乐 幸福 远行 路上 好好 照顾 不说 再见 下次
0,你好
0,鹿晗 哥哥 变帅 喜欢 这日系 风格
0,电影 无关 上海堡垒 话题 电影 广场 好看
0,失望
0,恶心 要脸
0,真多
0,安排
0,希望 工作室
0,同学 微博互粉
0,电影 无关 上海堡垒 四个
0,发布会 那张
0,一句 王一博 刘强 东有 关系
0,期待 依依
0,回评
0,图片 评论
0,期待 号路 依依
0,互评 加油
0,孙嘉灵儿 我爱你
0,互评 加油
0,期待 依依
0,互评
0,期待 依依
0,互评 加油
0,互评
0,互评
0,明天 四字 互评
0,好像 粉丝 好评
0,恶心 本来 流量 明星 来捞 一笔 礼貌 代表 演技 上海 理发店 麻药 剪头发 流量 原罪 流量 原罪 本来 好好 歌手 看着 演员 有钱
0,道理
0,片段 粉丝
0,刘海
0,哈哈哈哈 哈哈哈哈 哈哈哈 哈哈哈
0,微博 转发 签名 合法
0,是因为 粉丝 滤镜
0,加油
0,姐妹 去年 生日 鹿晗 福利 活动 记得
0,加油 加油
0,鹿晗 姐姐
0,加油 加油
0,事事 不如人意 难过 人心
0,加油 加油
0,棒棒
0,光顾 电影 积分 互评
0,黑子 上海堡垒 好片 演员 演技 出色 配音 地方 特别 夸赞 特效 震撼
0,鹿晗 粉丝 不给力
0,自闭
0,大堡 真的 期待 科幻 巨制 期待 鹿晗 期待 上海堡垒
0,这部 电影 挺棒 电影院 好看
0,鲜肉 数据 票房 金白银
0,加油 互评
0,厉害
0,男孩子 拯救 世界 梦想 期待 上海堡垒 期待 平凡 不畏 江洋
0,文案 统一
0,被迫 告诉 平时 爱看 科幻 兄弟 不想 电影 电影 丢人
0,酷狗 搜索 胡夏 快去 提问
0,鹿晗
0,特效 很棒
0,变胖 估计 标准 修正
0,大堡 贴片 正片
0,加油 加油 加油
0,电影 不错 做做
0,预测 票房 没破
0,超话 话题
0,八点
0,评论 可不可以 演员 演技 这部 片子 演员 科幻片 演员 演技 拖后腿 剧情 电影 本质 特效 连贯 完整 剧情 支撑 白搭
0,回评
0,还行
0,回复 图片
0,电影 放映 眼巴巴 还超 紧张
0,超级 期待
0,上海堡垒 失望 感觉 不错 尝试 挑战 过错
0,感觉 好看
0,回复 图片
0,期待
0,导演 不行 编剧 不行 特效 不行 不行
0,回评
0,自闭
0,终于 甜文
0,江洋 暴风 期待 上海堡垒
0,期待 上海堡垒 期待 江洋 哥哥
0,舆论 可怕 导演 加油 勇于 挑战 值得 尊敬
0,千万别 贡献 票房 支持 中国 科幻 资本 流量 赚钱 日子
0,回复 图片
0,快来
0,演员 不想 鹿晗 舒淇 适合 科幻 一匹
0,好看 效果 震撼
0,说话
0,全篇 昨天 修改
0,看个 军装
0,上海堡垒 定档
0,鹿晗 鹿晗
0,真的 评分 图个 开心
0,回复 图片
0,八点
0,剧情 逻辑 小说 捕食者 生物 红警 恐怖 机器人 特效 简化
0,大卖
0,说话
0,加油 加油
0,真的 暴风 哭泣 江洋
0,上海堡垒
0,粉丝 恶心
0,原著 一句 真心话 科幻 爱国 钱卖 情怀 原著 主演 粉丝
0,半个 手臂
0,八点
0,前期 流浪 地球 热度 比不上 反感
0,互评 姐妹
0,很瘦
0,超级 期待
0,评论 清一色 感觉 电影 不错 演员 难过 打游戏 关系
0,感觉 特效 尴尬 地方 支持 国产电影
0,视频
0,期待
0,鹿哥 加油
0,回评
0,终于
0,期待 堡贝
0,打游戏 打游戏 电影 烂怪 导演 编剧 演员 游戏 管佛
0,主演 长得 好看 剧情 评价
0,回复 图片
0,鲜肉 票房 跟着
0,互评
0,脸挺
0,超级 期待
0,期待 平凡 不畏 江洋
0,鹿晗 演技 有待 提高 电影 不如人意 希望 演技 态度
0,当抱 很烂 心态 发现 演员 毛病 剧本 代入 特效
0,回复 图片
0,八点
0,时代 流量 不行
0,贴片
0,朋友 堡垒 值得 拥有
0,哥哥 难受 难受 真的 好看 哥哥 自责
0,粉丝 不行
0,回复 图片
0,这部 电影 不错 特效
0,回评
0,仇恨
0,暑假
0,坐等 期待
0,鹿晗 粉丝 讨厌 打游戏 电影 回去 加班
0,流浪 地球 打开 中国 科幻电影 上海堡垒 关上
0,回复 图片
0,期待 期待
0,某人 铁粉 票价 提到 一千 估计 两亿
0,票房 大麦
0,仇恨
0,期待
0,值得 等待
0,纯路 十五分钟 特别 想快 心疼 提前 手机 结尾 一眼 一句 开炮
0,谢谢
0,特效 科幻片
0,上海堡垒 大卖
0,贴片 引得 提前 直观 影响
0,回复 图片
0,一部 电影 切腹 自尽 算是 群众 交代 电影 好不好 这件 见仁见智 过分 挖掘 生活 无限 放大 有意思 电影 好坏 评价 过分 无耻
0,电影 真心 不错
0,三岁 很皮
0,老板
0,三个 选项
0,加油 加油 致敬 国产 科幻 大片
0,电影
0,期待
0,口袋 害怕
0,真的 难看 战争 类型 说不上 飞机 手游 爱情 说不上 表白 女主 莫名其妙
0,全方位 不行
0,加油 加油
0,流浪 地球 一声
0,精雕细琢 堡垒 期待 上映
0,想象 偏差 这部 电影 特别
0,暖心
0,不行 不行
0,加油 加油
0,哈哈哈哈
0,期待 我大 堡垒 期待 鹿晗
0,鹿晗 真的 烂片
0,回复 图片
0,嘻嘻 八点
0,导演 不行 二代 那种 阅历 有步骤
0,互评 加油
0,出新
0,回复 图片
0,这部 电影 鹿晗 演技 支持
0,很烂 大部分 鹿晗 主演 偏见
0,淘气
0,八点
0,宣发 不给力
0,互评 加油
0,期待
0,鹿晗 不错 综艺节目 善良 坦率 明星 攻击 舒服
0,上海堡垒 热度 挺大 劳烦
0,回复 图片
0,开心
0,评论 复制 一面倒 有收 看过 中国 科幻片 起步 不错
0,回复 图片
0,灰常 期待
0,鹿晗 反正 到手
0,淘票票 感受一下 浪费
0,八点 酷狗见
0,鹿晗 粉丝 六千万 人一人 一张 最少 一半 二刷 十五 保底 带过 最差 一届 粉丝
0,流浪 地球
0,期待
0,网瘾 少年
0,三岁 幽默
0,弹幕 评论 刷起来
0,鲜肉 军人 帽子 头发 好好 恋爱 综艺 鲜肉 就别 中国 军人 丢人
0,初衷 希望 银子 堡垒
0,期待 到来
0,电影 不好 导演 责任
0,电影 买票 显示 好多 座位 已买 没人 这是 影院 宣发 团队 算假 票房
0,期待
0,电影 失败 循环 导演 非要 挑鹿晗 来演 信心 编剧 故事 是因为 配合 鹿晗 鹿晗 摆脱 偶像 包袱 演技 确实 磨练 特效 特效 片子 投资 大头 演员 特效 做成
0,期待 上海堡垒
0,闭上 赚钱
0,只能 期望 挺大
0,粉丝 不给力
0,期待
0,期待 超级 期待
0,对手 太强大 真的 多刷 一遍 哪吒
0,昨天 感觉 评论 糟糕 夸张
0,没来
0,一部 情怀 小说 作者 非要 作死 改成 科幻电影 改成 科幻 感情 导演 感情 导演 青春偶像 演员
0,看票 卖完 哭泣
0,终于
0,哈哈哈 重点 打游戏 好菜
0,猫眼
0,不行 票房
0,流浪 地球 贴片 算了 正片
0,期待
0,电影 打游戏
0,看过
0,回复 图片
0,鹿晗 真的 证明 流量 艺人 努力 演戏 辛苦 剧本 导演 团队 演员 打造 一部 电影 演员 委屈 努力 得不到 认可 拍戏 本来 演员 事情 资历 演员 导演 瞬间 成长 导演 这条
0,堡垒
0,期待 影院
0,受过 挫折 照博主 生活 娱乐 中国 人口 早到 国家 减负 不活
0,链接
0,鹿粉 网上 评论 每人 二三十 电影票 家人 朋友 亲戚 票房 十几亿 网上 斗嘴 有用
0,期待
0,不见不散
0,好惨
0,鹿晗 粉丝
0,八点
0,电影 剧本 投资人 造假 流量 当成 真的 鹿晗 粉丝 网上
0,期待 堡垒
0,不见不散
0,打游戏 鹿晗 证据 证明 整天 满嘴 造他 真的 很爽
0,翻牌 永远
0,技术 看脸
0,江洋 暑期
0,期待
0,这号
0,特效 男女 主角 影院 好多 位置 中心 区域 那排 坐满 十几分钟 烂片 剧本 演员 一换 代入
0,鹿晗 出品
0,还好 赶上 好多 贴片 想着 堡垒 估计
0,期待
0,正常人 打个 游戏 不行
0,粉丝 检查 演技 态度 电影
0,八点
0,网评 带风 当初 郭敬明 爵迹 厉害 朋友 推荐 爱奇艺 完后 不错 第二部 电影院
0,真的 迫不及待
0,期待
0,感觉 这部 电影 一句 无数 攻击 水军 怀疑 有人 这部 电影 跟着 不好 吐槽 水军 无脑 收钱 关键 一吃瓜 群众
0,看吧 确实 别光 评论
0,多人 烂片 票房 总得 贡献 票房 说烂
0,我家 贴片
0,期待
0,冒充 鹿晗 粉丝
0,烈火 英雄 一部 看过 客观 建议 谢谢
0,观众 眼睛 雪亮 导演 剧组 真的 用心
0,发泄 烦恼 方式
0,本来 偏见 都还没 跟风 接受批评 接受 无脑
0,演个 电影 头发 舍不得
0,超级 期待
0,回复 图片
0,电影 咋样 打游戏 屁事
0,选角 流量 偶像 流量 刷起来 偶像 真能活 流量 飞起 时代 改变 流量 越来越少 支持 粉丝
0,关键 男生 打游戏 一种 调解 方式
0,评论 观后感
0,鹿晗 片酬 电影 特效 质量 这部 电影 起码 提高 层次
0,电影
0,影院
0,鹿晗 退点
0,逐梦 演艺圈 上海堡垒
0,选鹿晗 一听 不想
0,回复 图片
0,万分 期待
0,线下
0,前排
0,期待
0,期待
0,那要 整晚 面壁思过 干脆 以死 谢罪
0,鹿晗 主演
0,鹿晗
0,期待 期待
0,期待 期待
0,评论 不快 真的 不好意思 恶意 打扰 抱歉 抱歉
0,好看 好看 剧情 末日 爱情 感人
0,鹿晗演 科幻 突兀
0,真的 暴风 期待
0,扎心哥 阅读 感觉 话题 阅读
0,放过 女孩子 承受
0,出名
0,鹿晗 粉丝 一人 票房
0,期待 江洋
0,真实
0,硬汉 鹿晗 头可断 可流 发型
0,全方位 不行
0,期待 终于 定档
0,接受批评 死不悔改
0,豆瓣 淘票票 猫眼
0,不给力
0,见过
0,期待 上海堡垒 期待 演员 鹿晗
0,烂片 烂片 剧本 令人喷饭
0,选项 看过 键盘 说点
0,明天
0,当初 第一次 本书 记得 那句 好好 晚安 重看 明白 东西
0,发泄
0,一部 电影 标准 特效 及格 流浪 地球 零分 没法 硬要 相比 苛刻
0,电影 演技 有没有 实力 一眼 混子 看得出来 哈哈哈哈 哈哈哈 明星 粉丝 败坏 人感
0,好久
0,昨晚 十个 文案
0,好看 制作 用心 不错 为啥 样子
0,演员 剧情 太烂 特效
0,贴片 同期 电影 增加 票房
0,期待 期待
0,不准 打游戏 天天 懊恼 睡不着
0,粉丝
0,期待
0,期待 上海堡垒
0,辣鸡 电影
0,还行 路人 不带 审视 专业 眼光 回路 特效 剧情 不算 跌宕起伏 看得懂 真不知道 评成 奇怪
0,能多选
0,转发 微博
0,说实话 真的 好看
0,鹿晗演 影片 不错
0,这届 导演 演员 编剧 不好 粉丝 太穷
0,地球 贴片 听到 有人 讨论 贴片 听到 议论 关注 这部 片子 陪江 帅哥 勇敢 面对 贴片 电脑 质感 贴片 期待
0,大堡 贝约
0,还好
0,只能 单选
0,期待
0,支持 支持
0,一波接 波黑
0,洗钱 烂片
0,敬畏 市场 观众 当猴 电影 老套路 观众 那批 观众 吃不香
0,加油 互评
0,期待 鹿晗 堡垒 加油
0,希望 导演 吸取 教训 花心思 剧本 好点 有钱 请点 实力 演员 演员 记得 先盖个 医院 家一 受伤 矫情
0,一不小心 票房毒药
0,东西 安慰 东西 没错 卸掉 手机 传奇
0,期待
0,回复 图片
0,第一 时间 支持 鹿晗 片子 烂片 关系 想到 轻轻松松 真的 开心
0,真的 实在 没想到 鹿晗 粉丝
0,鹿晗 电影 发型 韩小 鲜肉 回国
0,暑假
0,上海堡垒 加油
0,鹿晗 粉丝 一人 一张 票房 粉丝 宣传 看过
0,留下 足迹
0,档期 剧情 差得 观众 生气 理由 档期
0,暑假 高三 爆炸 开心
0,期待
0,打游戏 狗屁 关系
0,淘票票
0,回复
0,期待 江洋 哥哥
0,期待 堡垒 终于
0,电影 不想 打游戏 太菜
0,重点 看过 跟风 烂片 心理作用
0,感觉 枉费 向往 生活 中有 一期 邀请 浪费 一期 嘉宾
0,加油 加油
0,发现 好多 文案 总会 鹿晗 熬夜 打游戏
0,真的 烂片 看过 电影 第一次 烂片
0,流量 艺人 就让 流量 电影
0,期待
0,鹿晗 粉丝 万去 票房
0,实力派 玩不转
0,剧情 电影 评价 不到 鹿晗 舒淇
0,一座 城池 之争 人类 存亡 之战 陆沉 毁灭 保卫 拯救 殊死 一争 生存 而战 期待 上海堡垒 八月 九日 不见不散
0,感叹 粉丝 真诚 平时 口口声声 支持 贡献 金白银 一个个 退缩 嘴上 实打实 付出 喜欢 演员 咬牙 掏出 话剧 演出票
0,说不定 韩商言 真的 两年 遇见 佟年 佟年 一见钟情
0,没空
0,期待
0,转发 微博
0,上海堡垒 这部 影片 好看 特效 真的 服化 真的 剧情 跌宕起伏 演员 演技 在线 推荐 人花 冤枉钱
0,别刷 天天 微博全 电影 特么贼 好看 赶紧 看吧
0,真的 均衡 演员
0,江洋 哥哥 暑假
0,加油 加油 加油
0,赚钱 请问 能带 我入
0,特效 炫技 看得 脑仁疼 剧情 起伏 没看 前期 宣传 铺垫 期望 太高
0,看过 不予 评论
0,回复 图片
0,不信 鹿晗 黑粉 粉丝 不信 鹿晗 粉丝 一人 两刷 票房 说到底 粉丝 不行 不配 鹿晗 粉丝 连拉个 票房 不行 何用
0,票房 证明 怀疑 第一天 票房
0,感觉 科幻片 复联有 漫威 流浪 地球 刘慈欣 上海堡垒 江南 江南 认知 停留 龙族 一部 科幻小说
0,毛病
0,电影票房 本来 不好 趋势 这锅
0,正片
0,回复 图片
0,心情 郁闷 打游戏 发泄 逼成 抑郁 才行 算不上 烂片 估计 幕后 有刷 成份 故事 剧情 不算 出彩 不致于 地步
0,喜欢 看好 恶言恶语 攻击 导演 演员 影片 提提 意见 无可厚非 不堪一击 词语 口中 骄傲 素质 资格 批评 做人 美国 看法 接受 反驳
0,演员 缺少 国民 影响力
0,回复 图片
0,垒垒
0,打游戏
0,还好
0,别披 科幻 外衣 谈恋爱 偶像 中国 军人 事后 借口 剧情 长发 剧情 寸头 至少 舒服 一点
0,回复 图片
0,屁事 炒作 有意思
0,一半
0,参与
0,期待 江洋
0,有毒 艺人 完戏 自由 休息 不行 哀怨 才行
0,打算 两天 新闻 导演 道歉 这片 真的 流浪 地球 照样 票房 群众 眼睛 雪亮
0,流浪 地球 预告 心想 故事 上海堡垒 原著 期待
0,期待
0,黑有
0,鹿晗 唱歌 喜欢
0,恋爱 看糊 粉丝 不买账
0,期待 堡垒
0,江洋 明天 下午 一班 穿梭机 机票 储物箱 密码 生日 安排 下午 上海 沉没
0,真的 一人
0,算是 支持 国产 科幻片 网上 黑得 夸张
0,看吧 偏见
0,回复 图片
0,电影院
0,鹿晗 演技
0,鲜肉
0,回复 图片
0,期待
0,打钱
0,不行 剧情 特效 配音 科幻 爱情 拍来拍去 四不像 主角 演技 真的 不行 流量 明星 粉丝 不便 参与
0,越来越 期待 上海堡垒
0,超级 期待
0,上海堡垒 这部 片子 演员 演技 精良 制作 场面 宏伟 壮观 剧情 紧凑 内容 感人 一句 值得一看 上当 几个 下水 心有 不甘
0,鹿晗 劝退 流浪 地球 宣传 观感 不好 鹿晗 出演 肯定 烂片 无疑
0,不好
0,期待 期待
0,足够 工业 制做 水准 电影
0,打游戏 自我调节
0,吃瓜 搜全 宣传 电影 不行
0,期待
0,感觉 希望 影院 见分晓
0,加油
0,头发
0,这部 电影 鹿晗 其他人 责任 奇怪
0,期待 期待
0,期待
0,真路 电影 不知 朋友 一听 鹿晗演 流量 想想 到哪去 大部分 反感 作品 机会 可也没 挽回 路人 信任 看演 那部 网剧 反派 咋样 穿越 火线 时会 主角 帮人 希望 愿来
0,哪吒 之魔童 降世 上海堡垒 导演 明白 流量 明星 拯救 票房
0,全用 巨星
0,期待
0,期待 期待
0,鹿晗 打游戏 减压 方式 键盘 时间 港毒
0,剧情 真的 不怎么样 演员 还行 不行
0,男女 主角 尴尬 组合
0,有人 咳嗽
0,回复 图片
0,真的 好看
0,冲着 周杰伦 世界末日
0,电影 好看 鹿晗 表现 演技 很棒 多人 一条 五分 括号 删除
0,江洋
0,打游戏 不行
0,没看 浪费
0,鹿晗 舒淇 不想 太腻 题材 多半 烂片 不想
0,超级 期待
0,期待 江洋 不见不散
0,这锅 鹿晗 公司 吃喝玩乐 搞笑 黑子 圣人 得罪 别装 抱不平 喜欢 不看 特意 评论
0,昨天 烂片 烂片 无聊 电影院 手机 不去 二刷
0,放过 哪吒 引战
0,哇塞
0,期待
0,演员 配置 不行
0,预告片 看得 尴尬
0,宣传 前期 想着 流量 明星 期望 失望 硬伤 剧情 用心 鹿晗 优质 偶像 演技 这方面 客观 空间 很大 鹿晗 鹿晗 招黑 鹿晗 两个 很想 看吧
0,江洋
0,期待
0,军人 鹿晗 科幻片 恰烂
0,真的 太差 剧情 跳跃 一堆 大段 剧情 配音 演员 口型 对不上 鹿晗 面馆 遗物箱 回忆 舒淇 初遇 剧情 之外 剧情 情节 尴尬 撞墙
0,为啥 哪吒 说事 每部 电影 独特性
0,期待
0,加油 加油 加油 加油
0,女主
0,名字 太土
0,用心 江南 导演
0,回复 图片
0,期待 期待 不见不散
0,打游戏 一种 解压 方式
0,豆瓣 太惨
0,鹿晗 粉丝 不行 徐坤来 不用 担心 票房 评分
0,期待
0,回复 图片
0,感觉 剧本
0,片子 适合 平台 浪费 电影院 时间
0,期待
0,上海堡垒 一部 精品 期待
0,不吃 干嘛
0,几个 导演 敢找 电影
0,台风 下雨 谁有空 电影
0,期待
0,回复 图片
0,网友 真够 思维 逻辑 一条 以待 宽以 律己 那严 以待 功夫 身上 早比 优秀
0,时间 拍得 太长 错过 市场 机遇 五年 精致
0,赶上 台风 东部 沿海 出门
0,一句 几号 上映
0,期待 江洋 哥哥
0,怎么着 跪下 忏悔 心情 不好 喜欢 不行
0,很差 特效 演员 网上 恶意 恶意 评分
0,演技 不行
0,转发 微博
0,期待 期待
0,微博
0,十三岁 弟弟 好看 真的 真的 特效 催泪
0,小编 用语 含蓄 太行 难看
0,期待 暑假 上海堡垒
0,一部 用心 片子 值得一看 加油 加油 加油
0,回复 图片
0,昨天 刚看 鹿晗 挺大 内容 不错
0,还好
0,电影院 期待
0,回复 图片
0,打游戏 诟病 粉丝 疯狂 钓鱼 真的 难以忍受 太败 好感
0,看过 花钱
0,明明 粉丝 电影 路人 粉丝 没去
0,紧张 看不见 预告片
0,抛弃 偏见 期待 电影 上映 加油 加油
0,鹿晗 游戏 账号 电影 不好 喜欢
0,当兵 剪头发
0,某人 人气 下降
0,回复 图片
0,期待 希望 快点
0,感觉 网上
